eff,win,p05,pior,cap,w,cuts,eff_por_cap
1.1718203399444125,78.99159663865547,0.8677217093900346,0.8478049281558432,1.560958904109589,"(1, 1, 2, 4)","(70, 78, 86, 94)",0.30629755350285987
1.1740918039103025,79.83193277310924,0.8671975172278372,0.8478049281558432,1.5746575342465754,"(1, 1, 2, 5)","(70, 78, 86, 94)",0.3029487886877732
1.1742514830245145,79.83193277310924,0.8670175129386413,0.8478049281558432,1.591095890410959,"(1, 1, 2, 6)","(70, 78, 86, 94)",0.29479393420138034
1.1457229750614781,78.15126050420169,0.8484933789361105,0.8332141694758917,1.4722602739726027,"(1, 1, 3, 1)","(70, 78, 86, 94)",0.30856496532234673
1.1630339989916993,78.15126050420169,0.8297134805669466,0.8138703545955148,1.5729452054794522,"(1, 1, 3, 1)","(70, 76, 82, 88)",0.2845542600452851
1.1532895028063141,78.15126050420169,0.813183874573247,0.7993501554576059,1.5924657534246576,"(1, 1, 3, 1)","(64, 74, 84, 92)",0.2587314151412932
1.159506797724478,79.83193277310924,0.8514877345999653,0.8428614899165666,1.4856164383561643,"(1, 1, 3, 2)","(70, 78, 86, 94)",0.3284625171759349
1.1687177596868223,80.67226890756302,0.8386608398661809,0.8295964059011012,1.5787671232876712,"(1, 1, 3, 2)","(70, 76, 82, 88)",0.2915123421807818
1.1630595952514475,79.83193277310924,0.8564522680042648,0.8483274644708412,1.518835616438356,"(1, 1, 3, 3)","(70, 78, 86, 94)",0.3142798799565854
1.179332075785342,81.5126050420168,0.8440812662617849,0.8332038683924241,1.5928082191780821,"(1, 1, 3, 3)","(70, 76, 82, 88)",0.30251280259572433
1.1692321578907008,79.83193277310924,0.8631002694039638,0.8508062280908689,1.5469178082191781,"(1, 1, 3, 4)","(70, 78, 86, 94)",0.3094288672766727
1.1692321578907008,79.83193277310924,0.8665408901298234,0.8508062280908689,1.5654109589041096,"(1, 1, 3, 5)","(70, 78, 86, 94)",0.2993082380622933
1.1692321578907008,80.67226890756302,0.867696354608907,0.8508062280908689,1.5777397260273973,"(1, 1, 3, 6)","(70, 78, 86, 94)",0.292921103165884
1.1440755408996783,78.15126050420169,0.8423217954728174,0.8276744419407962,1.4866438356164384,"(1, 1, 4, 1)","(70, 78, 86, 94)",0.29605952106056344
1.1643194547284967,78.15126050420169,0.8234610624057195,0.8073895942123629,1.584931506849315,"(1, 1, 4, 1)","(70, 76, 82, 88)",0.28092084766230124
1.1536945140035664,78.99159663865547,0.8518733406126379,0.8373304186945901,1.4917808219178081,"(1, 1, 4, 2)","(70, 78, 86, 94)",0.31252644908803195
